Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Depto.-Padrón,Id Solicitud,Sección y localidad catastral,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Tiempo de Tramitación,Estado Agrupado,Antigüedad Pendiente
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-296,2025-10-09,Registrada,SAN JOSÉ,CANELONES,2015-06-18,2015-10-09,2015-11-16,5.0,21600.0,Industrial,Otros,-34.7023401,-56.18678102,12.0,11.0,4320.0,CANELONES-8892,243933.0,,30.0,160.0,5.0,3.5,22.0,Nueva,Permiso de uso,3.712220762155059,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-297,2025-11-16,Registrada,SAN JOSÉ,CANELONES,2015-06-18,2015-11-16,2015-12-17,15.0,64800.0,Industrial,Otros,-34.70298473,-56.18532142,12.0,11.0,4320.0,CANELONES-8892,243934.0,,48.0,160.0,15.0,8.2,40.0,Nueva,Permiso de uso,4.9605781865965834,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-30,2024-06-30,Registrada,SAN JOSÉ,CANELONES,2015-01-27,2017-08-02,2017-09-07,9.0,27000.0,Riego,Frutales,-34.61814778,-56.27811261,12.0,4.0,3000.0,CANELONES-4617,243938.0,17.0,110.0,150.0,9.0,19.0,74.0,Nueva,Permiso de uso,30.157687253613666,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-300,2025-10-28,Registrada,MONTEVIDEO,CANELONES,2015-06-22,2015-10-28,2015-12-30,15.0,86400.0,Industrial,Química,-34.71363283,-56.21214851,12.0,11.0,5760.0,CANELONES-18738,243939.0,,58.0,200.0,15.0,11.0,21.0,Nueva,Permiso de uso,4.204993429697766,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-301,2025-11-18,Registrada,MONTEVIDEO,CANELONES,2015-06-22,2015-11-18,2015-12-21,12.0,69120.0,Industrial,Química,-34.7144504,-56.21294947,12.0,11.0,5760.0,CANELONES-18738,243940.0,,25.0,160.0,12.0,9.0,14.0,Nueva,Permiso de uso,4.894875164257556,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-302,2026-05-03,Registrada,SAN JOSÉ,FLORES,2015-06-22,2016-05-03,2016-06-10,6.0,17280.0,Otros usos agropecuarios,Tambo,-33.86474739,-57.02142476,12.0,11.0,2880.0,FLORES-3510,243941.0,,46.0,0.2,6.0,1.5,7.0,Nueva,Permiso de uso,10.38107752956636,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-303,2025-10-23,Registrada,SAN JOSÉ,SAN JOSÉ,2015-06-22,2015-10-23,2015-11-24,4.0,9600.0,Otros usos,Comercial y servicios,-34.70773379,-56.50107288,12.0,11.0,2400.0,SAN JOSÉ-15324,243942.0,10.0,25.0,300.0,4.0,4.4,8.1,Nueva,Permiso de uso,4.040735873850197,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-309,2025-07-30,Registrada,SALTO,PAYSANDÚ,2013-05-17,2015-06-26,2015-07-30,4.0,14400.0,Otros usos agropecuarios,Abrevadero de ganado,-32.27734501,-57.25981198,12.0,11.0,3600.0,PAYSANDÚ-2363,243948.0,5.0,32.0,152.4,4.0,1.0,0.0,Nueva,Permiso de uso,25.29566360052562,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-312,2026-06-30,Registrada,SALTO,SALTO,2015-06-29,2017-02-01,2017-03-14,18.0,82944.0,Riego,Frutales,-31.36485968,-57.88134651,12.0,11.0,4608.0,SALTO-8163,243952.0,,40.0,160.0,18.0,16.0,24.0,Nueva,Permiso de uso,19.152431011826543,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-313,2027-07-31,Registrada,MONTEVIDEO,MONTEVIDEO,2015-06-29,2017-09-01,2017-09-22,6.0,22000.0,Riego,Frutales,-34.75886412,-56.30583469,12.0,5.0,3600.0,MONTEVIDEO-422707,243953.0,,24.0,2000.0,6.0,0.05,0.22,Nueva,Permiso de uso,26.116951379763467,Registrada,
Permiso de Estudio,SGRH-2015-10-004-0510-1-314,2016-02-28,Registrada,SAN JOSÉ,CANELONES,2015-06-29,2015-08-28,2015-10-08,0.0,0.0,Riego,Frutales,-34.60231776,-56.22991269,12.0,3.0,1920.0,CANELONES-17164,243954.0,,65.0,0.15,,,,Nueva,Permiso de uso,1.9710906701708277,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-315,2025-07-31,Registrada,SALTO,PAYSANDÚ,2013-05-17,2015-06-29,2015-07-31,14.4,82944.0,Otros usos agropecuarios,Tambo,-31.67604313,-57.89126468,12.0,11.0,5760.0,PAYSANDÚ-5092,243955.0,4.0,30.5,165.0,14.4,4.5,11.0,Nueva,Permiso de uso,25.394218134034166,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-32,2025-06-30,Registrada,SALTO,SALTO,2015-01-27,2015-10-06,2015-11-12,16.0,57600.0,Riego,Hortalizas,-31.36645111,-57.85084542,12.0,11.0,3600.0,SALTO-5212,243960.0,3.0,35.0,160.0,16.0,20.0,27.0,Nueva,Permiso de uso,8.278580814717477,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-320,2025-06-30,Registrada,SAN JOSÉ,CANELONES,2015-06-30,2015-10-07,2015-10-29,10.0,30000.0,Riego,Hortalizas,-34.68588758,-56.17868367,12.0,7.0,3000.0,CANELONES-29920,243961.0,,50.0,150.0,12.0,4.3,34.6,Nueva,Permiso de uso,3.252299605781866,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-322,2025-06-30,Registrada,SALTO,SALTO,2015-06-30,2017-07-24,2017-09-04,24.0,82944.0,Riego,Hortalizas,-31.35659911,-57.87977754,12.0,7.0,3456.0,SALTO-3890,243963.0,,33.0,160.0,24.0,12.0,20.0,Nueva,Permiso de uso,24.802890932982915,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-327,2025-11-16,Registrada,SAN JOSÉ,CANELONES,2015-07-01,2015-11-16,2015-12-17,1.0,5760.0,Industrial,Química,-34.61209128,-56.25905221,12.0,11.0,5760.0,CANELONES-6268,243968.0,17.0,61.0,152.0,1.0,9.5,40.0,Nueva,Permiso de uso,4.533508541392904,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-329,2025-07-31,Registrada,TACUAREMBÓ,TACUAREMBÓ,2013-05-17,2015-07-01,2015-07-31,1.2,6912.0,Otros usos agropecuarios,Tambo,-31.82704769,-55.97467016,12.0,11.0,5760.0,TACUAREMBÓ-10747,243970.0,2.0,150.0,145.0,1.2,8.76,28.31,Nueva,Permiso de uso,25.45992115637319,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-332,2025-07-30,Registrada,SALTO,PAYSANDÚ,2013-05-17,2015-07-02,2015-07-30,4.0,14400.0,Otros usos agropecuarios,Tambo,-31.65671119,-57.72228504,12.0,11.0,3600.0,PAYSANDÚ-1302,243974.0,,32.0,152.4,4.0,0.0,0.0,Nueva,Permiso de uso,25.492772667542706,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-337,2025-07-31,Registrada,FRAY BENTOS,PAYSANDÚ,2013-05-17,2015-07-03,2015-07-31,3.0,10800.0,Otros usos agropecuarios,Abrevadero de ganado,-32.35160385,-57.70816933,12.0,11.0,3600.0,PAYSANDÚ-2388,243978.0,2.0,38.0,203.2,3.0,14.0,0.0,Nueva,Permiso de uso,25.52562417871222,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-342,2025-06-30,Registrada,SALTO,SALTO,2015-07-07,2015-11-10,2015-12-10,10.0,10800.0,Riego,Frutales,-31.29412308,-57.88375885,12.0,11.0,1080.0,SALTO-8576,243984.0,,70.0,200.0,10.0,4.0,50.0,Nueva,Permiso de uso,4.139290407358739,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-355,2025-06-30,Registrada,SAN JOSÉ ESTE,CANELONES,2015-07-13,2016-08-16,2016-09-07,10.0,36000.0,Riego,Hortalizas,-34.5072231,-56.18450533,12.0,5.0,3600.0,CANELONES-12278,243997.0,,62.0,150.0,10.0,8.0,2.2,Nueva,Permiso de uso,13.140604467805518,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-359,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-07-14,2015-12-14,2016-02-18,18.0,20160.0,Riego,Hortalizas,-34.80918068,-56.34540923,12.0,6.0,1120.0,MONTEVIDEO-191469,244001.0,13.0,44.0,152.0,18.0,12.0,20.0,Renov/Modif,Permiso de uso,5.026281208935611,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-36,2025-06-30,Registrada,SALTO,SALTO,2015-01-28,2016-05-03,2016-06-16,9.8,56448.0,Riego,Hortalizas,-31.45332835,-58.01456901,12.0,11.0,5760.0,SALTO-5302,244002.0,,16.0,152.0,9.8,12.0,16.0,Nueva,Permiso de uso,15.14454664914586,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-360,2025-11-24,Registrada,SAN JOSÉ ESTE,FLORIDA,2015-07-14,2015-11-24,2015-12-28,5.0,18000.0,Otros usos agropecuarios,Otros,-34.16088819,-55.69926392,12.0,11.0,3600.0,FLORIDA-8755,244003.0,,49.0,0.16,5.0,14.1,31.0,Nueva,Permiso de uso,4.369250985545335,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-361,2025-10-29,Registrada,MONTEVIDEO,CANELONES,2015-07-15,2015-10-29,2015-12-14,9.7,23280.0,Industrial,Química,-34.75975838,-55.98355294,12.0,11.0,2400.0,CANELONES-9463,244004.0,7.0,56.0,152.0,9.7,15.05,38.15,Nueva,Permiso de uso,3.4822601839684624,Registrada,
Proyecto de Aprovechamiento,2015/14000/10493,2025-11-19,Registrada,SAN JOSÉ,SAN JOSÉ,2015-07-15,2015-11-19,2015-12-30,15.0,36000.0,Industrial,Química,-34.74450746,-56.43427878,12.0,11.0,2400.0,SAN JOSÉ-7754,244006.0,,30.0,157.0,15.0,,,Renov/Modif,Permiso de uso,4.1721419185282524,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-37,2028-06-30,Registrada,SALTO,SALTO,2017-12-08,2018-04-03,5018-05-15,10.0,32400.0,Riego,Frutales,-31.43578994,-57.84841085,12.0,8.0,3240.0,SALTO-2945,244013.0,3.0,40.0,0.16,10.0,19.0,23.0,Nueva,Permiso de uso,3.8107752956636003,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-370,2025-11-18,Registrada,MONTEVIDEO,MALDONADO,2015-07-17,2015-11-18,2015-12-30,3.2,4608.0,Consumo humano,Uso doméstico,-34.55062873,-55.17045541,12.0,11.0,1440.0,MALDONADO-25624,244014.0,4.0,60.0,165.0,3.2,5.7,39.5,Nueva,Permiso de uso,4.073587385019711,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-372,2025-06-30,Registrada,SAN JOSÉ,CANELONES,2015-07-17,2015-10-16,2015-11-24,9.0,36000.0,Riego,Hortalizas,-34.57115886,-56.26576891,12.0,7.0,4000.0,CANELONES-19714,244016.0,,60.0,0.28,9.0,11.0,25.4,Nueva,Permiso de uso,2.9894875164257555,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-374,2025-11-25,Registrada,SALTO,SALTO,2015-07-20,2015-11-25,2015-12-28,4.0,4320.0,Consumo humano,Uso doméstico,-31.32066874,-57.92491563,12.0,11.0,1080.0,SALTO-10421,244018.0,2.0,43.0,150.0,4.0,22.0,38.0,Nueva,Permiso de uso,4.204993429697766,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-379,2025-06-30,Registrada,SALTO,SALTO,2015-07-21,2015-11-25,2016-02-01,25.0,27000.0,Riego,Hortalizas,-31.3228374,-57.92462826,12.0,11.0,1080.0,SALTO-10421,244023.0,,55.0,150.0,30.0,10.0,16.0,Nueva,Permiso de uso,4.1721419185282524,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-380,2025-11-10,Registrada,SALTO,SALTO,2015-07-21,2015-11-10,2015-12-08,3.0,2592.0,Consumo humano,Uso doméstico,-31.29688528,-57.88633969,12.0,11.0,864.0,SALTO-8576,244025.0,,70.0,150.0,3.0,7.5,20.0,Nueva,Permiso de uso,3.679369250985545,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-391,2025-11-10,Registrada,SALTO,SALTO,2015-07-27,2015-11-10,2015-12-07,2.0,1080.0,Consumo humano,Uso doméstico,-31.29244769,-57.88975929,12.0,11.0,540.0,SALTO-8576,244037.0,,132.0,150.0,2.6,12.5,70.0,Nueva,Permiso de uso,3.4822601839684624,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-392,2025-10-13,Registrada,MONTEVIDEO,MONTEVIDEO,2015-07-27,2015-10-13,2015-11-16,0.7,2520.0,Otros usos,Comercial y servicios,-34.87426883,-56.2511423,12.0,11.0,3600.0,MONTEVIDEO-23628,244038.0,13.0,37.0,152.0,1.0,10.0,27.0,Nueva,Permiso de uso,2.562417871222076,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-393,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-07-27,2015-10-06,2015-11-10,4.5,8100.0,Riego,Frutales,-34.83153166,-56.32156132,12.0,5.0,1800.0,MONTEVIDEO-410289,244039.0,13.0,56.0,150.0,6.0,,,Renov/Modif,Permiso de uso,2.3324572930354797,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-397,2025-06-30,Registrada,SAN JOSÉ,CANELONES,2015-07-28,2015-12-14,2016-03-29,8.0,14400.0,Riego,Frutales,-34.57713232,-56.30940668,12.0,4.0,1800.0,CANELONES-49941,244043.0,,86.0,150.0,8.0,10.0,75.0,Renov/Modif,Permiso de uso,4.566360052562418,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-398,2025-06-30,Registrada,SAN JOSÉ,CANELONES,2015-07-28,2015-12-07,2016-02-02,6.0,19440.0,Riego,Frutales,-34.57574378,-56.30948539,12.0,5.0,3240.0,CANELONES-49838,244044.0,1.0,10.0,4.0,6.0,1.0,9.0,Nueva,Permiso de uso,4.336399474375821,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-399,2025-10-07,Registrada,DURAZNO,DURAZNO,2015-07-28,2015-10-07,2015-11-05,4.5,7776.0,Industrial,Envasado de agua,-33.34393661,-55.64064828,12.0,11.0,1728.0,DURAZNO-1354,244045.0,9.0,52.0,160.0,20.0,3.4,35.5,Renov/Modif,Permiso de uso,2.3324572930354797,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-4,2025-02-26,Registrada,SALTO,SALTO,2013-05-17,2015-01-09,2015-02-26,15.0,54000.0,Otros usos agropecuarios,Abrevadero de ganado,-31.51049926,-57.13092304,12.0,11.0,3600.0,SALTO-2103,244046.0,4.0,56.0,203.2,15.0,10.0,,Nueva,Permiso de uso,19.776609724047304,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-403,2025-11-18,Registrada,MONTEVIDEO,CANELONES,2015-07-29,2015-11-18,2015-12-04,8.0,46080.0,Industrial,Alimentos y bebidas,-34.75698842,-56.24852657,12.0,11.0,5760.0,CANELONES-4989,244050.0,5.0,39.0,0.15,8.1,2.4,17.94,Nueva,Permiso de uso,3.679369250985545,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-404,2025-11-25,Registrada,MONTEVIDEO,CANELONES,2015-07-29,2015-11-25,2016-01-29,8.0,46080.0,Industrial,Alimentos y bebidas,-34.75604208,-56.24848869,12.0,11.0,5760.0,CANELONES-4989,244051.0,5.0,45.0,250.0,8.0,8.36,21.0,Nueva,Permiso de uso,3.9093298291721417,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-405,2025-10-30,Registrada,MONTEVIDEO,CANELONES,2015-07-30,2015-10-30,2015-12-10,6.0,34560.0,Industrial,Alimentos y bebidas,-34.75579915,-56.24836723,12.0,11.0,5760.0,CANELONES-4989,244052.0,5.0,40.0,150.0,6.0,2.95,15.33,Nueva,Permiso de uso,3.0223390275952693,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-407,2025-10-30,Registrada,MONTEVIDEO,CANELONES,2015-07-30,2015-10-30,2015-12-10,15.0,86400.0,Industrial,Alimentos y bebidas,-34.75596828,-56.248947,12.0,11.0,5760.0,CANELONES-4989,244054.0,5.0,41.8,200.0,15.0,9.2,15.73,Nueva,Permiso de uso,3.0223390275952693,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-409,2025-11-16,Registrada,MONTEVIDEO,CANELONES,2015-07-30,2015-11-16,2015-12-17,12.5,72000.0,Industrial,Alimentos y bebidas,-34.75555235,-56.24929425,12.0,11.0,5760.0,CANELONES-4989,244056.0,5.0,38.0,200.0,12.5,8.25,11.35,Nueva,Permiso de uso,3.5808147174770038,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-410,2025-06-30,Registrada,MONTEVIDEO,CANELONES,2015-07-30,2015-12-07,2016-01-21,8.0,9600.0,Riego,Frutales,-34.71157927,-56.26902171,12.0,4.0,1200.0,CANELONES-40084,244058.0,5.0,6.0,5000.0,8.0,3.0,4.0,Renov/Modif,Permiso de uso,4.270696452036794,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-411,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-07-31,2017-02-02,2017-02-16,2.5,9000.0,Riego,Otros,-34.75833231,-56.27908311,12.0,5.0,3600.0,MONTEVIDEO-155877,244059.0,21.0,20.0,1000.0,2.5,7.0,18.0,Nueva,Permiso de uso,18.134034165571617,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-415,2025-09-11,Registrada,FRAY BENTOS,RÍO NEGRO,2013-05-17,2015-08-03,2015-09-11,5.0,18000.0,Otros usos agropecuarios,Abrevadero de ganado,-32.73671609,-57.98021471,12.0,11.0,3600.0,RÍO NEGRO-5025,244063.0,,63.0,160.0,5.0,18.0,38.0,Nueva,Permiso de uso,26.544021024967147,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-416,2025-09-11,Registrada,TREINTA Y TRES,TREINTA Y TRES,2013-05-17,2015-08-03,2015-09-11,4.0,14400.0,Otros usos agropecuarios,Abrevadero de ganado,-33.20697607,-54.27052366,12.0,11.0,3600.0,TREINTA Y TRES-4057,244064.0,1.0,50.0,160.0,4.0,,,Nueva,Permiso de uso,26.544021024967147,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-425,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-08-11,2015-11-06,2015-12-04,10.8,31752.0,Riego,Frutales,-34.76271859,-56.24683177,12.0,6.0,2940.0,MONTEVIDEO-404929,244074.0,9.0,53.0,0.15,12.0,12.0,15.45,Nueva,Permiso de uso,2.8580814717477003,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-428,2026-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-08-11,2016-08-18,2016-09-07,7.0,12600.0,Riego,Frutales,-34.82835704,-56.40378868,12.0,5.0,1800.0,MONTEVIDEO-403989,244077.0,,64.0,0.17,7.0,1.0,56.0,Nueva,Permiso de uso,12.253613666228645,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-43,2026-06-30,Registrada,SALTO,SALTO,2015-02-03,2016-08-15,2016-09-16,13.0,4680.0,Riego,Frutales,-31.34982438,-57.75856473,12.0,11.0,360.0,SALTO-8181,244079.0,3.0,35.0,160.0,13.0,16.0,21.0,Nueva,Permiso de uso,18.363994743758212,Registrada,
Proyecto de Aprovechamiento,2015/14000/11875,2026-06-30,Registrada,SAN JOSÉ,SAN JOSÉ,2015-08-11,2015-12-08,2016-02-03,15.0,12600.0,Riego,Hortalizas,-34.65413865,-56.55647171,12.0,6.0,840.0,SAN JOSÉ-7524,244080.0,6.0,21.0,1000.0,15.0,8.0,12.0,Nueva,Permiso de uso,3.9093298291721417,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-432,2020-06-20,Registrada,MONTEVIDEO,MONTEVIDEO,2015-08-11,2015-11-25,2015-12-22,5.0,15750.0,Riego,Hortalizas,-34.82659351,-56.33163055,12.0,6.0,3150.0,MONTEVIDEO-42220,244082.0,0.0,43.0,154.0,5.0,10.0,25.0,Nueva,Permiso de uso,3.4822601839684624,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-435,2025-06-30,Registrada,SALTO,SALTO,2015-08-13,2017-08-14,2017-09-18,18.0,77760.0,Riego,Hortalizas,-31.34048295,-57.89828979,12.0,11.0,4320.0,SALTO-2628,244084.0,,45.0,150.0,18.0,15.0,20.0,Nueva,Permiso de uso,24.0473061760841,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-443,2024-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-08-18,2017-07-31,2017-08-21,10.5,26250.0,Riego,Frutales,-34.74710464,-56.28944752,12.0,4.0,2500.0,MONTEVIDEO-120629,244093.0,21.0,41.0,152.0,10.5,5.5,16.0,Renov/Modif,Permiso de uso,23.423127463863338,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-444,2050-10-26,Registrada,ARTIGAS,ARTIGAS,2015-08-18,2015-10-26,2015-11-11,2.5,14400.0,Consumo humano,Abastecimiento a poblaciones,-30.44862293,-56.52956276,12.0,11.0,5760.0,ARTIGAS-2832,244094.0,1.0,83.0,152.4,2.5,40.0,62.5,Nueva,Permiso de uso,2.266754270696452,Registrada,
Permiso de Estudio,2015/14000/12378,2016-03-10,Registrada,SAN JOSÉ,SAN JOSÉ,2015-08-21,2015-09-10,2015-10-16,0.0,0.0,Riego,Hortalizas,-34.64483031,-56.56175342,12.0,3.0,1920.0,SAN JOSÉ-10001,244097.0,6.0,35.0,0.3,,,,Nueva,Permiso de uso,0.657030223390276,Registrada,
Permiso de Estudio,2015/14000/12387,2016-03-10,Registrada,SAN JOSÉ,SAN JOSÉ,2015-08-21,2015-09-10,2015-10-16,0.0,0.0,Riego,Hortalizas,-34.64534388,-56.5486914,12.0,3.0,1920.0,SAN JOSÉ-12492,244099.0,6.0,40.0,0.3,,,,Nueva,Permiso de uso,0.657030223390276,Registrada,
Permiso de Estudio,SGRH-2015-10-004-0510-1-45,2016-04-13,Registrada,SALTO,SALTO,2015-02-04,2015-10-13,2015-10-19,0.0,0.0,Riego,Hortalizas,-31.44145,-58.02522599,12.0,3.0,1920.0,SALTO-8360,244100.0,1.0,40.0,0.15,,,,Nueva,Permiso de uso,8.245729303547963,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-450,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-08-21,2015-12-09,2016-02-03,14.0,30240.0,Riego,Hortalizas,-34.85171971,-56.35683198,12.0,8.0,2160.0,MONTEVIDEO-186991,244101.0,13.0,45.0,152.0,14.0,20.0,28.0,Nueva,Permiso de uso,3.6136662286465175,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-46,2025-06-30,Registrada,SALTO,SALTO,2015-02-06,2015-10-08,2015-11-04,9.0,51840.0,Riego,Hortalizas,-31.37100463,-57.90699637,12.0,11.0,5760.0,SALTO-21759,244111.0,,40.0,152.0,9.0,12.0,20.0,Nueva,Permiso de uso,8.015768725361367,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-469,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2015-09-07,2015-12-08,2016-01-21,5.0,12600.0,Riego,Hortalizas,-34.83675797,-56.33237369,12.0,6.0,2520.0,MONTEVIDEO-93574,244121.0,13.0,70.0,152.0,5.0,20.0,45.0,Nueva,Permiso de uso,3.0223390275952693,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-47,2025-06-30,Registrada,SALTO,SALTO,2017-12-19,2017-12-19,2018-03-07,15.0,13500.0,Riego,Hortalizas,-31.39108892,-57.78756951,12.0,11.0,900.0,SALTO-7192,244122.0,,30.5,160.0,15.0,12.0,20.0,Nueva,Permiso de uso,0.0,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-470,2025-09-28,Registrada,MONTEVIDEO,MONTEVIDEO,2015-09-08,2015-09-28,2015-10-23,7.0,40320.0,Industrial,Alimentos y bebidas,-34.86498696,-56.17913097,12.0,11.0,5760.0,MONTEVIDEO-113183,244123.0,,60.0,152.0,7.0,6.0,52.0,Nueva,Permiso de uso,0.657030223390276,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-471,2025-10-06,Registrada,MONTEVIDEO,MONTEVIDEO,2015-09-08,2015-10-06,2015-10-22,5.2,29952.0,Industrial,Alimentos y bebidas,-34.86535636,-56.17918734,12.0,11.0,5760.0,MONTEVIDEO-417181,244124.0,,59.0,152.0,5.2,9.0,42.0,Nueva,Permiso de uso,0.9198423127463863,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-478,2050-10-26,Registrada,ARTIGAS,ARTIGAS,2015-09-10,2015-10-26,2015-11-11,5.5,31680.0,Consumo humano,Abastecimiento a poblaciones,-30.52209924,-56.42927826,12.0,11.0,5760.0,ARTIGAS-4123,244131.0,1.0,40.0,152.4,5.5,12.6,22.0,Nueva,Permiso de uso,1.5111695137976346,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-480,2050-10-26,Registrada,ARTIGAS,ARTIGAS,2015-09-10,2015-10-26,2015-11-02,3.5,20160.0,Consumo humano,Abastecimiento a poblaciones,-30.2215584,-57.61020175,12.0,11.0,5760.0,ARTIGAS-39,244133.0,9.0,26.0,152.4,3.5,8.1,12.0,Nueva,Permiso de uso,1.5111695137976346,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-481,2050-10-26,Registrada,ARTIGAS,ARTIGAS,2015-09-10,2015-10-26,2015-11-11,0.3,1728.0,Consumo humano,Abastecimiento a poblaciones,-30.78093803,-56.25014564,12.0,11.0,5760.0,ARTIGAS-1547,244134.0,1.0,100.0,152.4,0.3,29.1,72.0,Nueva,Permiso de uso,1.5111695137976346,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-482,2025-06-30,Registrada,SALTO,SALTO,2015-09-11,2016-06-10,2016-07-01,17.0,78336.0,Riego,Hortalizas,-31.36138273,-57.95161592,12.0,11.0,4608.0,SALTO-21060,244135.0,2.0,31.5,154.0,17.0,7.2,26.6,Renov/Modif,Permiso de uso,8.968462549277266,Registrada,
Proyecto de Aprovechamiento,SGRH-2015-10-004-0510-1-483,2050-10-26,Registrada,RÍO BRANCO,CERRO LARGO,2015-09-11,2015-10-26,2015-11-11,0.5,2880.0,Consumo humano,Abastecimiento a poblaciones,-32.35138492,-53.82319448,12.0,11.0,5760.0,CERRO LARGO-3703,244136.0,12.0,85.0,152.4,0.5,12.1,52.05,Nueva,Permiso de uso,1.4783180026281209,Registrada,
