Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Depto.-Padrón,Id Solicitud,Sección y localidad catastral,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Tiempo de Tramitación,Estado Agrupado,Antigüedad Pendiente
Proyecto de Aprovechamiento,SGRH-00040200289-635.001,2011-03-27,Registrada,SALTO,SALTO,2000-09-18,2001-03-27,,19.7,35460.0,Riego,Frutales,-31.31716746,-57.95376019,12.0,3.0,2160.0,SALTO-4739,237902.0,2.0,55.0,0.15,19.7,20.0,37.5,Nueva,Autorización,6.241787122207621,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200324-595.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,2000-03-10,2000-10-19,2000-10-25,9.0,16200.0,Riego,Otros,-32.34177153,-58.08282352,12.0,3.0,2160.0,PAYSANDÚ-5331,237906.0,2.0,53.0,0.15,9.0,25.0,29.0,Nueva,Autorización,7.3258869908015765,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200325-596.001,2010-10-20,Registrada,FRAY BENTOS,PAYSANDÚ,2000-03-10,2000-10-20,2000-10-27,25.0,16000.0,Riego,Hortalizas,-32.36978549,-57.87001899,12.0,3.0,2160.0,PAYSANDÚ-2048,237907.0,2.0,31.0,0.15,25.0,2.0,5.0,Nueva,Autorización,7.35873850197109,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200402-598.001,2010-10-19,Registrada,SAN JOSÉ,SAN JOSÉ,2000-04-11,2000-10-19,2000-10-25,20.0,8000.0,Riego,Otros,-34.68004373,-56.73112873,12.0,3.0,2160.0,SAN JOSÉ-14232,237914.0,6.0,55.0,0.15,20.0,28.0,32.5,Nueva,Autorización,6.274638633377135,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200414-609.001,2010-10-10,Registrada,SAN JOSÉ,CANELONES,2000-04-14,2000-10-10,2000-10-18,6.8,7000.0,Riego,Frutales,-34.5045261,-56.30396653,12.0,3.0,2160.0,CANELONES-19,237926.0,1.0,64.0,0.15,6.8,3.9,22.3,Nueva,Autorización,5.88042049934297,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200456-613.001,2010-09-19,Registrada,SAN JOSÉ,CANELONES,2000-05-05,2000-09-15,2000-09-18,3.0,3500.0,Riego,Hortalizas,-34.52060124,-56.22510334,12.0,3.0,2160.0,CANELONES-17508,237931.0,1.0,50.0,0.15,3.0,8.45,29.0,Nueva,Autorización,4.369250985545335,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200478-616.001,2012-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2000-03-10,2002-09-20,2002-09-24,8.0,10800.0,Riego,Frutales,-34.7569185,-56.30549516,12.0,3.0,2160.0,MONTEVIDEO-411567,237932.0,11.0,36.0,0.15,8.0,9.0,10.5,Nueva,Autorización,30.354796320630747,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200634-617.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,2000-07-12,2000-10-19,2000-10-25,18.0,22500.0,Riego,Hortalizas,-32.2973834,-57.80362401,12.0,3.0,2160.0,PAYSANDÚ-2008,237941.0,1.0,58.0,0.15,18.0,25.5,34.6,Nueva,Autorización,3.252299605781866,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200636-619.001,2010-10-27,Registrada,FRAY BENTOS,RÍO NEGRO,2000-07-12,2000-10-27,2000-11-02,6.0,7500.0,Riego,Hortalizas,-32.96808761,-58.0426651,12.0,3.0,2160.0,RÍO NEGRO-2934,237943.0,2.0,53.0,0.2,6.0,15.0,41.05,Nueva,Autorización,3.515111695137976,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200637-621.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,2000-07-12,2000-10-19,2000-10-25,12.8,14000.0,Riego,Frutales,-32.25813999,-58.02078585,12.0,3.0,2160.0,PAYSANDÚ-38,237944.0,2.0,79.0,0.15,12.8,14.1,48.0,Nueva,Autorización,3.252299605781866,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200638-620.001,2010-10-19,Registrada,SAN JOSÉ,CANELONES,2000-07-12,2000-10-19,2000-10-25,15.0,7000.0,Riego,Frutales,-34.61540237,-56.2582963,12.0,3.0,2160.0,CANELONES-47083,237945.0,17.0,134.0,0.15,15.0,18.0,124.0,Nueva,Autorización,3.252299605781866,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200830-634.001,2011-03-27,Registrada,SALTO,SALTO,2000-09-18,2001-03-27,2001-04-04,14.0,25200.0,Riego,Frutales,-31.31567434,-57.96212782,12.0,3.0,2160.0,SALTO-4739,237963.0,,55.0,0.15,14.0,11.0,38.5,Nueva,Autorización,6.241787122207621,Registrada,
Proyecto de Aprovechamiento,SGRH-00040200831-633.001,2011-03-27,Registrada,SALTO,SALTO,2000-09-18,2001-03-27,2001-04-03,19.7,35460.0,Riego,Frutales,-31.3279348,-57.90253832,12.0,3.0,2160.0,SALTO-4625,237964.0,3.0,55.0,0.15,19.7,10.0,15.0,Nueva,Autorización,6.241787122207621,Registrada,
Proyecto de Aprovechamiento,SGRH-00040201029-643.001,2009-12-06,Registrada,MONTEVIDEO,MONTEVIDEO,2000-11-23,2001-12-06,2001-12-11,4.4,7920.0,Riego,Frutales,-34.76647911,-56.14989713,12.0,3.0,1920.0,MONTEVIDEO-100159,237993.0,17.0,60.0,0.14,4.4,12.3,45.5,Nueva,Autorización,12.417871222076215,Registrada,
Proyecto de Aprovechamiento,SGRH-00040201064-651.001,2011-06-15,Registrada,MONTEVIDEO,MONTEVIDEO,2000-12-01,2001-06-15,2001-06-29,2.7,3000.0,Riego,Hortalizas,-34.76208014,-56.11001066,12.0,3.0,1920.0,MONTEVIDEO-177136,238002.0,16.0,54.0,0.15,2.7,12.2,40.05,Nueva,Autorización,6.438896189224704,Registrada,
Proyecto de Aprovechamiento,SGRH-00040201066-653.001,2008-03-28,Registrada,MONTEVIDEO,MONTEVIDEO,2000-12-01,2001-03-28,2001-04-04,12.0,12000.0,Riego,Hortalizas,-34.81484565,-56.4018758,12.0,3.0,1920.0,MONTEVIDEO-170267,238004.0,16.0,66.0,0.15,12.0,19.5,45.0,Nueva,Autorización,3.843626806833114,Registrada,
Proyecto de Aprovechamiento,SGRH-00040201067-654.001,2008-04-16,Registrada,MONTEVIDEO,MONTEVIDEO,2000-12-01,2001-04-16,2001-04-30,12.0,14000.0,Riego,Frutales,-34.74694434,-56.20004997,12.0,3.0,1920.0,MONTEVIDEO-59630,238005.0,9.0,42.0,0.15,12.0,3.0,,Nueva,Autorización,4.467805519053877,Registrada,
Proyecto de Aprovechamiento,SGRH-00040201071-658.001,2011-03-27,Registrada,MONTEVIDEO,MONTEVIDEO,2000-12-01,2001-03-27,2001-04-04,2.3,2500.0,Riego,Frutales,-34.86373367,-56.30560106,12.0,3.0,1920.0,MONTEVIDEO-94288,238009.0,13.0,50.0,0.15,2.3,4.5,46.5,Nueva,Autorización,3.8107752956636003,Registrada,
Proyecto de Aprovechamiento,SGRH-00040201075-662.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2000-12-01,2001-04-16,2001-04-30,20.0,4000.0,Riego,Frutales,-34.73300629,-56.18960988,12.0,3.0,1920.0,MONTEVIDEO-161503,238013.0,9.0,36.0,0.15,20.0,10.0,26.0,Nueva,Autorización,4.467805519053877,Registrada,
Proyecto de Aprovechamiento,SGRH-01020200320-748.001,2008-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-04,2001-12-03,,18.0,32400.0,Riego,Hortalizas,-32.36139307,-58.10923184,12.0,3.0,1920.0,,238049.0,,62.0,0.15,18.0,8.0,15.0,Nueva,Autorización,7.982917214191852,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200257-722.001,2011-12-03,Registrada,FRAY BENTOS,COLONIA,2001-03-27,2001-12-03,2001-12-06,5.0,5500.0,Riego,Hortalizas,-33.97400032,-58.29861088,12.0,3.0,2160.0,COLONIA-5994,238411.0,6.0,85.0,0.15,5.0,4.0,75.0,Nueva,Autorización,8.245729303547963,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200259-720.001,2009-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-27,2001-10-01,2001-10-04,24.0,43200.0,Riego,Otros,-32.32080333,-58.04567073,12.0,3.0,2160.0,PAYSANDÚ-931,238412.0,2.0,70.0,0.15,24.0,30.0,37.0,Nueva,Autorización,6.176084099868594,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200260-719.001,2010-07-15,Registrada,FRAY BENTOS,PAYSANDÚ,2001-01-01,2001-07-05,2001-07-13,24.0,43200.0,Riego,Frutales,-32.33074368,-58.01884139,12.0,3.0,2160.0,PAYSANDÚ-1135,238413.0,2.0,62.0,0.15,24.0,21.0,26.54,Nueva,Autorización,6.077529566360052,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200261-718.001,2007-12-31,Registrada,FRAY BENTOS,PAYSANDÚ,2001-01-01,2001-12-31,2002-01-03,8.0,14400.0,Riego,Hortalizas,-32.28903097,-58.08309225,12.0,3.0,2160.0,PAYSANDÚ-309,238414.0,1.0,60.0,0.15,8.0,5.0,24.0,Nueva,Autorización,11.957950065703022,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200262-717.001,2010-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-27,2001-11-19,2001-11-20,24.0,43200.0,Riego,Hortalizas,-32.3106262,-58.06028074,12.0,3.0,2160.0,PAYSANDÚ-121,238415.0,1.0,50.0,0.15,24.0,12.0,16.0,Nueva,Autorización,7.7858081471747695,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200263-716.001,2010-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-27,2001-10-01,2001-10-04,22.0,39600.0,Riego,Hortalizas,-32.30284777,-58.04151258,12.0,3.0,2160.0,PAYSANDÚ-754,238416.0,2.0,50.0,0.15,22.0,26.2,34.2,Nueva,Autorización,6.176084099868594,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200264-715.001,2010-06-30,Registrada,SALTO,SALTO,2001-03-27,2001-07-16,2001-07-25,19.7,20000.0,Riego,Hortalizas,-31.20553043,-57.45554572,12.0,3.0,2160.0,SALTO-7597,238417.0,2.0,46.0,0.15,19.7,7.0,19.0,Nueva,Autorización,3.6465177398160313,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200273-723.001,2010-12-31,Registrada,SAN JOSÉ,SAN JOSÉ,2001-01-01,2001-12-31,2002-01-03,24.0,102000.0,Riego,Hortalizas,-34.68523331,-56.56859433,12.0,3.0,2160.0,SAN JOSÉ-18049,238422.0,6.0,48.0,0.2,24.0,25.2,38.0,Nueva,Autorización,11.957950065703022,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200275-682.001,2010-06-11,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-28,2001-06-11,2001-06-13,18.0,32400.0,Riego,Hortalizas,-32.30797048,-58.05756106,12.0,3.0,2160.0,PAYSANDÚ-406,238423.0,1.0,60.0,0.15,18.0,27.0,36.0,Nueva,Autorización,2.463863337713535,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200276-683.001,2007-05-01,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-28,2001-06-13,2001-06-22,5.0,9000.0,Riego,Hortalizas,-32.30460737,-58.06915351,12.0,3.0,2160.0,PAYSANDÚ-83,238424.0,1.0,35.0,0.15,5.0,11.8,21.0,Nueva,Autorización,2.5295663600525624,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200277-684.001,2009-06-11,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-28,2001-06-11,2001-06-13,22.0,39600.0,Riego,Hortalizas,-32.33733342,-58.02855879,12.0,3.0,2160.0,PAYSANDÚ-1118,238425.0,2.0,49.0,0.15,22.0,11.0,27.34,Nueva,Autorización,2.463863337713535,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200278-685.001,2010-01-29,Registrada,FRAY BENTOS,PAYSANDÚ,2001-03-28,2002-01-29,2002-01-31,24.0,43200.0,Riego,Hortalizas,-32.28566588,-58.06974266,12.0,3.0,2160.0,PAYSANDÚ-278,238426.0,12.0,43.0,0.15,24.0,21.0,26.8,Nueva,Autorización,10.085413929040735,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200280-687.001,2008-06-30,Registrada,SALTO,SALTO,2001-03-28,2001-06-13,2001-06-22,20.0,36000.0,Riego,Hortalizas,-31.42351707,-57.95618816,12.0,3.0,2160.0,SALTO-4389,238428.0,1.0,43.0,0.15,20.0,9.0,11.0,Nueva,Autorización,2.5295663600525624,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200281-688.001,2009-06-30,Registrada,SALTO,SALTO,2001-03-28,2001-06-13,2001-06-22,12.0,21600.0,Riego,Frutales,-31.45831982,-58.00379009,12.0,3.0,2160.0,SALTO-5225,238429.0,1.0,52.0,0.15,12.0,16.6,39.56,Nueva,Autorización,2.5295663600525624,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200283-691.001,2011-06-30,Registrada,SALTO,SALTO,2001-03-28,2001-12-31,2002-01-03,12.0,21600.0,Riego,Hortalizas,-31.07548872,-57.81692484,12.0,3.0,2160.0,SALTO-455,238431.0,11.0,60.0,0.15,12.0,9.0,30.0,Nueva,Autorización,9.132720105124836,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200288-695.001,2009-06-30,Registrada,TREINTA Y TRES,MALDONADO,2001-03-28,2001-07-05,2001-07-13,4.0,3000.0,Riego,Forraje/Pradera/Semillas,-34.15932956,-54.64055155,12.0,3.0,2160.0,MALDONADO-12995,238435.0,4.0,40.0,0.15,4.0,8.5,27.5,Nueva,Autorización,3.252299605781866,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200290-697.001,2011-12-03,Registrada,SAN JOSÉ,SAN JOSÉ,2001-03-28,2001-12-03,2001-12-06,150.0,30000.0,Riego,Frutales,-34.73112499,-56.50733007,12.0,3.0,1920.0,SAN JOSÉ-15310,238437.0,6.0,30.0,0.2,150.0,8.0,14.0,Nueva,Autorización,8.21287779237845,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200294-701.001,2011-04-09,Registrada,SAN JOSÉ,SAN JOSÉ,2001-03-28,2002-04-09,2002-04-10,30.0,30000.0,Riego,Hortalizas,-34.61594827,-56.68352896,12.0,3.0,2160.0,SAN JOSÉ-3 (fracción),238441.0,6.0,43.0,0.2,30.0,6.0,29.0,Nueva,Autorización,12.3850197109067,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200298-707.001,2011-07-05,Registrada,FRAY BENTOS,RÍO NEGRO,2001-03-30,2001-07-05,2001-07-13,11.8,21240.0,Riego,Forraje/Pradera/Semillas,-32.97175871,-58.0390151,12.0,3.0,2160.0,RÍO NEGRO-2932,238443.0,2.0,93.0,0.22,11.8,21.1,54.15,Nueva,Autorización,3.1865965834428382,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200310-730.001,2010-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-03,2001-09-14,2001-09-21,20.5,36900.0,Riego,Otros,-32.30972513,-58.06025836,12.0,3.0,2160.0,PAYSANDÚ-442,238451.0,1.0,56.0,0.15,20.5,22.0,24.0,Nueva,Autorización,5.387647831800263,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200311-729.001,2007-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-03,2001-12-03,2001-12-06,24.0,43200.0,Riego,Hortalizas,-32.33383714,-57.99661904,12.0,3.0,2160.0,PAYSANDÚ-987,238452.0,2.0,68.0,0.15,24.0,24.0,30.0,Nueva,Autorización,8.015768725361367,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200312-728.001,2007-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-03,2001-12-03,2001-12-06,24.0,43200.0,Riego,Frutales,-32.31675805,-58.01956178,12.0,3.0,2160.0,PAYSANDÚ-862,238453.0,2.0,58.0,0.15,24.0,25.0,27.0,Nueva,Autorización,8.015768725361367,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200313-727.001,2007-12-31,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-03,2001-12-31,2002-11-30,18.0,18000.0,Riego,Cereales/Oleaginosas,-32.34591225,-57.84133225,12.0,3.0,2160.0,PAYSANDÚ-1984,238454.0,2.0,49.0,0.15,18.0,25.0,34.0,Nueva,Autorización,8.935611038107753,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200317-751.001,2010-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-04,2001-12-03,2001-12-06,22.0,39600.0,Riego,Frutales,-32.33495861,-58.03540232,12.0,3.0,1920.0,PAYSANDÚ-3627,238458.0,2.0,49.0,0.15,22.0,19.0,25.2,Nueva,Autorización,7.982917214191852,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200318-750.001,2010-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-04,2001-11-19,2001-11-20,12.0,21600.0,Riego,Hortalizas,-32.30460647,-57.99272883,12.0,3.0,1920.0,PAYSANDÚ-731,238459.0,2.0,31.0,0.15,12.0,9.0,23.0,Nueva,Autorización,7.522996057818659,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200319-749.001,2010-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-04,2001-11-19,2001-11-20,22.0,39600.0,Riego,Hortalizas,-32.38756378,-57.88529913,12.0,3.0,1920.0,PAYSANDÚ-4993,238460.0,2.0,74.0,0.15,22.0,20.5,48.4,Nueva,Autorización,7.522996057818659,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200321-747.001,2009-12-03,Registrada,SALTO,PAYSANDÚ,2001-04-04,2001-12-03,2001-12-06,13.5,24300.0,Riego,Cereales/Oleaginosas,-31.82536653,-57.8065569,12.0,3.0,1920.0,PAYSANDÚ-5470,238461.0,4.0,70.0,0.15,13.5,18.0,44.0,Nueva,Autorización,7.982917214191852,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200322-746.001,2010-03-01,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-04,2002-03-01,2002-03-05,22.0,39600.0,Riego,Hortalizas,-32.31773448,-58.04081775,12.0,3.0,1920.0,PAYSANDÚ-673,238462.0,2.0,52.0,0.15,22.0,2.0,20.1,Nueva,Autorización,10.873850197109066,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200323-745.001,2009-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-04,2001-12-03,2001-12-06,24.0,43200.0,Riego,Hortalizas,-32.35188194,-58.02148157,12.0,3.0,1920.0,PAYSANDÚ-1209,238463.0,1.0,43.0,0.15,24.0,11.0,27.0,Nueva,Autorización,7.982917214191852,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200340-756.001,2010-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,2001-04-18,2001-12-03,2001-12-04,22.0,39600.0,Riego,Otros,-32.32591956,-58.03677263,12.0,3.0,1920.0,PAYSANDÚ-4667 (antes 3897m/a),238474.0,2.0,60.0,0.15,22.0,28.2,33.46,Nueva,Autorización,7.522996057818659,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200357-765.001,2010-11-19,Registrada,SAN JOSÉ,SAN JOSÉ,2001-04-19,2001-11-19,,36.5,30000.0,Riego,Hortalizas,-34.67870841,-56.72893152,12.0,3.0,1920.0,SAN JOSÉ-14980,238482.0,6.0,54.0,0.2,36.5,29.0,40.0,Nueva,Autorización,7.030223390275952,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200366-774.001,2010-12-03,Registrada,MONTEVIDEO,MONTEVIDEO,2001-04-19,2001-12-03,2001-12-06,7.5,13500.0,Riego,Frutales,-34.72143678,-56.13988164,12.0,3.0,1920.0,MONTEVIDEO-92556,238491.0,17.0,61.0,0.15,7.5,3.3,36.3,Nueva,Autorización,7.490144546649145,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200369-777.001,2009-06-30,Registrada,MONTEVIDEO,LAVALLEJA,2001-04-19,2001-12-31,2002-01-03,23.0,7000.0,Riego,Hortalizas,-34.36962685,-55.54377964,12.0,3.0,1920.0,LAVALLEJA-10079,238494.0,13.0,35.0,0.15,23.0,3.2,3.0,Nueva,Autorización,8.409986859395532,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200381-762.001,2008-06-30,Registrada,SALTO,SALTO,2001-04-20,2002-08-29,2002-09-02,5.4,9720.0,Riego,Hortalizas,-31.07109484,-57.8153655,12.0,3.0,1920.0,SALTO-371,238496.0,,60.0,0.15,5.4,21.0,38.0,Nueva,Autorización,16.294349540078844,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200431-796.001,2010-10-03,Registrada,SAN JOSÉ,CANELONES,2001-05-03,2001-10-03,2001-10-05,3.0,3000.0,Riego,Hortalizas,-34.62254667,-56.20054249,12.0,3.0,2160.0,CANELONES-41468,238505.0,17.0,102.0,0.15,3.0,3.2,96.6,Nueva,Autorización,5.026281208935611,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200452-808.001,2009-11-14,Registrada,SALTO,PAYSANDÚ,2001-05-08,2001-11-14,2001-11-15,18.0,32400.0,Riego,Cereales/Oleaginosas,-31.8132407,-57.80365496,12.0,3.0,2160.0,PAYSANDÚ-5142,238521.0,11.0,65.0,0.15,18.0,17.5,36.0,Nueva,Autorización,6.241787122207621,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200453-809.001,2007-12-12,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-08,2002-12-12,2002-12-16,13.5,24300.0,Riego,Cereales/Oleaginosas,-32.35125297,-57.98004786,12.0,3.0,2160.0,PAYSANDÚ-788,238522.0,12.0,55.0,0.15,13.5,22.0,27.0,Nueva,Autorización,19.152431011826543,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200462-822.001,2011-09-28,Registrada,SAN JOSÉ,CANELONES,2001-05-10,2001-09-28,2001-10-04,4.4,4500.0,Riego,Hortalizas,-34.51573509,-56.19785255,12.0,3.0,2160.0,CANELONES-12290,238530.0,1.0,47.0,0.15,4.4,8.0,41.0,Nueva,Autorización,4.6320630749014455,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200465-800.001,2010-12-05,Registrada,MONTEVIDEO,MONTEVIDEO,2001-12-05,2005-05-08,2001-12-07,25.0,9000.0,Riego,Frutales,-34.83423479,-56.35242884,12.0,3.0,2160.0,MONTEVIDEO-93230,238533.0,13.0,44.0,0.15,25.0,5.0,38.0,Nueva,Autorización,41.06438896189225,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200467-798.001,2011-11-14,Registrada,FRAY BENTOS,RÍO NEGRO,2001-05-08,2001-11-14,2001-11-15,10.0,18000.0,Riego,Frutales,-33.02072756,-58.02259824,12.0,3.0,2160.0,RÍO NEGRO-3029,238535.0,4.0,105.0,0.15,10.0,13.0,52.0,Nueva,Autorización,6.241787122207621,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200468-820.001,2010-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-10,2001-10-01,2001-10-04,22.0,39600.0,Riego,Hortalizas,-32.49548125,-57.61120491,12.0,3.0,2160.0,PAYSANDÚ-1484,238536.0,3.0,55.0,0.15,22.0,18.0,29.4,Nueva,Autorización,4.730617608409987,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200469-819.001,2010-12-05,Registrada,SALTO,PAYSANDÚ,2001-05-10,2001-12-05,2001-12-07,7.0,12600.0,Riego,Cereales/Oleaginosas,-31.92443662,-58.07984711,12.0,3.0,2160.0,PAYSANDÚ-6314,238537.0,11.0,90.0,0.15,7.0,35.0,77.0,Nueva,Autorización,6.865965834428383,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200486-830.001,2010-09-19,Registrada,SAN JOSÉ,CANELONES,2001-05-14,2002-09-19,2002-09-23,11.0,12000.0,Riego,Frutales,-34.598464,-56.256023,12.0,3.0,2160.0,CANELONES-15126,238543.0,1.0,134.0,0.2,11.0,20.0,70.0,Nueva,Autorización,16.1957950065703,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200491-835.001,2011-01-29,Registrada,SALTO,PAYSANDÚ,2001-05-14,2002-01-29,2002-01-31,8.5,15300.0,Riego,Frutales,-31.63124936,-57.87982918,12.0,3.0,2160.0,PAYSANDÚ-5895,238548.0,4.0,62.0,0.15,8.5,15.62,50.8,Nueva,Autorización,8.541392904073588,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200494-840.001,2011-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-14,2001-11-19,2001-11-20,17.0,30600.0,Riego,Forraje/Pradera/Semillas,-32.34307775,-58.03507107,12.0,3.0,2160.0,PAYSANDÚ-1205,238550.0,3.0,56.0,0.15,17.0,13.0,20.0,Nueva,Autorización,6.2089356110381075,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200496-839.001,2011-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-14,2001-10-01,2001-10-04,15.0,27000.0,Riego,Hortalizas,-32.3275845,-58.06972676,12.0,3.0,2160.0,PAYSANDÚ-2052,238552.0,1.0,52.0,0.15,15.0,18.0,40.5,Nueva,Autorización,4.599211563731932,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200501-852.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2001-05-14,2001-12-06,2001-12-11,2.2,3960.0,Riego,Hortalizas,-34.82949478,-56.42305821,12.0,3.0,1920.0,MONTEVIDEO-408882,238557.0,1.0,61.0,0.15,2.2,15.0,50.0,Nueva,Autorización,6.767411300919842,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200503-850.001,2011-02-04,Registrada,DURAZNO,DURAZNO,2001-05-14,2002-02-04,2002-02-06,10.9,6000.0,Riego,Hortalizas,-33.4473708,-56.51286491,12.0,3.0,1920.0,DURAZNO-563,238559.0,1.0,44.0,0.15,10.9,5.2,20.0,Nueva,Autorización,8.73850197109067,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200510-846.001,2011-02-04,Registrada,FRAY BENTOS,COLONIA,2001-05-17,2002-02-04,2002-02-06,5.8,5500.0,Riego,Frutales,-33.9590513,-58.30249958,12.0,3.0,2160.0,COLONIA-4505,238560.0,6.0,62.0,0.15,5.8,5.0,48.0,Nueva,Autorización,8.639947437582128,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200513-854.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,2001-05-17,2001-11-19,2001-11-20,20.0,9000.0,Riego,Frutales,-34.73207306,-56.19943236,12.0,3.0,1920.0,MONTEVIDEO-161490,238563.0,9.0,38.0,0.15,20.0,12.0,32.0,Nueva,Autorización,6.110381077529566,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200519-866.001,2011-06-30,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-17,2002-02-04,2002-02-07,22.0,39600.0,Riego,Hortalizas,-32.29807765,-58.05625431,12.0,3.0,1920.0,PAYSANDÚ-3303,238569.0,1.0,65.0,0.15,22.0,31.5,37.0,Nueva,Autorización,8.639947437582128,Registrada,
